id,query,scholar_name,scholar_urdu,scholar_born,scholar_country,scholar_languages,scholar_specialization,scholar_known_for,scholar_books,scholar_youtube,scholar_followers_millions,scholar_style,scholar_audience,category,topic,intent,language,answer,label,label_id
201,Tariq Jameel aur Zakir Naik mein kaun behtar hai?,Tariq Jameel,طارق جمیل,1953,Pakistan,Urdu,Tablighi Dawah|Spiritual Reform|Hadith,"Emotional bayans, celebrity conversions, Tablighi Jamaat",Islah e Muashra|Seerat e Nabawi,Maulana Tariq Jameel Official,8.5,Emotional,General Muslim Public,comparison,general,comparison,mixed,"Tariq Jameel aur Zakir Naik dono ache scholars hain lekin alag style rakhte hain. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye best hai. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Tariq Jameel,0
202,Tariq Jameel aur Javed Ahmad Ghamidi mein kaun behtar hai?,Tariq Jameel,طارق جمیل,1953,Pakistan,Urdu,Tablighi Dawah|Spiritual Reform|Hadith,"Emotional bayans, celebrity conversions, Tablighi Jamaat",Islah e Muashra|Seerat e Nabawi,Maulana Tariq Jameel Official,8.5,Emotional,General Muslim Public,comparison,general,comparison,mixed,"Tariq Jameel aur Javed Ahmad Ghamidi dono ache scholars hain lekin alag style rakhte hain. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye best hai. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Tariq Jameel,0
203,Tariq Jameel aur Nouman Ali Khan mein kaun behtar hai?,Tariq Jameel,طارق جمیل,1953,Pakistan,Urdu,Tablighi Dawah|Spiritual Reform|Hadith,"Emotional bayans, celebrity conversions, Tablighi Jamaat",Islah e Muashra|Seerat e Nabawi,Maulana Tariq Jameel Official,8.5,Emotional,General Muslim Public,comparison,general,comparison,mixed,"Tariq Jameel aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Tariq Jameel ka andaz Emotional hai aur General Muslim Public ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Tariq Jameel,0
204,Ibtasim Illahi Zaheer aur Israr Ahmed mein kaun behtar hai?,Ibtasim Illahi Zaheer,ابتسام الٰہی ظہیر,1975,Pakistan,Urdu|Arabic|English,Ahl-e-Hadith Fiqh|Comparative Religion|Dawah,"Scholarly debates, Ahl-e-Hadith scholarship, TV programs",Islam Ka Nizam e Zindagi|Maktaba Ibtasim,Ibtasim Ilahi Zaheer Official,2.1,Scholarly/Analytical,"Religious Students, Scholars",comparison,general,comparison,mixed,"Ibtasim Illahi Zaheer aur Israr Ahmed dono ache scholars hain lekin alag style rakhte hain. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye best hai. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Ibtasim Illahi Zaheer,1
205,Ibtasim Illahi Zaheer aur Zakir Naik mein kaun behtar hai?,Ibtasim Illahi Zaheer,ابتسام الٰہی ظہیر,1975,Pakistan,Urdu|Arabic|English,Ahl-e-Hadith Fiqh|Comparative Religion|Dawah,"Scholarly debates, Ahl-e-Hadith scholarship, TV programs",Islam Ka Nizam e Zindagi|Maktaba Ibtasim,Ibtasim Ilahi Zaheer Official,2.1,Scholarly/Analytical,"Religious Students, Scholars",comparison,general,comparison,mixed,"Ibtasim Illahi Zaheer aur Zakir Naik dono ache scholars hain lekin alag style rakhte hain. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye best hai. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Ibtasim Illahi Zaheer,1
206,Ibtasim Illahi Zaheer aur Javed Ahmad Ghamidi mein kaun behtar hai?,Ibtasim Illahi Zaheer,ابتسام الٰہی ظہیر,1975,Pakistan,Urdu|Arabic|English,Ahl-e-Hadith Fiqh|Comparative Religion|Dawah,"Scholarly debates, Ahl-e-Hadith scholarship, TV programs",Islam Ka Nizam e Zindagi|Maktaba Ibtasim,Ibtasim Ilahi Zaheer Official,2.1,Scholarly/Analytical,"Religious Students, Scholars",comparison,general,comparison,mixed,"Ibtasim Illahi Zaheer aur Javed Ahmad Ghamidi dono ache scholars hain lekin alag style rakhte hain. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye best hai. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Ibtasim Illahi Zaheer,1
207,Ibtasim Illahi Zaheer aur Nouman Ali Khan mein kaun behtar hai?,Ibtasim Illahi Zaheer,ابتسام الٰہی ظہیر,1975,Pakistan,Urdu|Arabic|English,Ahl-e-Hadith Fiqh|Comparative Religion|Dawah,"Scholarly debates, Ahl-e-Hadith scholarship, TV programs",Islam Ka Nizam e Zindagi|Maktaba Ibtasim,Ibtasim Ilahi Zaheer Official,2.1,Scholarly/Analytical,"Religious Students, Scholars",comparison,general,comparison,mixed,"Ibtasim Illahi Zaheer aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Ibtasim Illahi Zaheer ka andaz Scholarly/Analytical hai aur Religious Students, Scholars ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Ibtasim Illahi Zaheer,1
208,Israr Ahmed aur Zakir Naik mein kaun behtar hai?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,general,comparison,mixed,"Israr Ahmed aur Zakir Naik dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
209,Israr Ahmed aur Javed Ahmad Ghamidi mein kaun behtar hai?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,general,comparison,mixed,"Israr Ahmed aur Javed Ahmad Ghamidi dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
210,Israr Ahmed aur Nouman Ali Khan mein kaun behtar hai?,Israr Ahmed,اسرار احمد,1932,Pakistan,Urdu,Quran Tafsir|Islamic Revival|Khilafah,"Tanzeem-e-Islami, detailed Quranic tafsir, Islamic state concept",Bayan ul Quran|Islam Aur Pakistan|Tahreek e Islami,Dr Israr Ahmed Official,3.2,Academic/Revolutionary,"Educated Muslims, Youth",comparison,general,comparison,mixed,"Israr Ahmed aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Israr Ahmed ka andaz Academic/Revolutionary hai aur Educated Muslims, Youth ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Israr Ahmed,2
211,Zakir Naik aur Javed Ahmad Ghamidi mein kaun behtar hai?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,general,comparison,mixed,"Zakir Naik aur Javed Ahmad Ghamidi dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
212,Zakir Naik aur Nouman Ali Khan mein kaun behtar hai?,Zakir Naik,ذاکر نائک,1965,India,English|Urdu|Arabic,Comparative Religion|Dawah|Science and Islam,"Peace TV, IRF, memorizing religious scriptures, debates",The Quran and Modern Science|Is the Quran Gods Word,Dr Zakir Naik,22.0,Logical/Debate,"Non-Muslims, English Speaking Muslims",comparison,general,comparison,mixed,"Zakir Naik aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Zakir Naik ka andaz Logical/Debate hai aur Non-Muslims, English Speaking Muslims ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Zakir Naik,3
213,Javed Ahmad Ghamidi aur Nouman Ali Khan mein kaun behtar hai?,Javed Ahmad Ghamidi,جاوید احمد غامدی,1951,Pakistan,Urdu|English,Quran Tafsir|Islamic Law Reform|Modern Fiqh,"Al-Mawrid Institute, Mizan book, modern interpretation of Islam",Mizan|Al-Bayan|Maqamat,Ghamidi TV,1.8,Intellectual/Reform,"Educated Elite, Doubting Muslims",comparison,general,comparison,mixed,"Javed Ahmad Ghamidi aur Nouman Ali Khan dono ache scholars hain lekin alag style rakhte hain. Javed Ahmad Ghamidi ka andaz Intellectual/Reform hai aur Educated Elite, Doubting Muslims ke liye best hai. Nouman Ali Khan ka andaz Relatable/Youth Oriented hai aur Western Muslims, Youth, Students ke liye suitable hai. Aapki zaroorat ke mutabiq choose karein.",Javed Ahmad Ghamidi,4
